2020-06-25 16:25:42,063 [Worker-1: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2020-06-25 16:32:26,150 [Worker-7: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-dependencies/Hoxton.SR5/spring-cloud-dependencies-Hoxton.SR5.pom
2020-06-25 16:32:26,319 [Worker-7: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-dependencies/Hoxton.SR5/spring-cloud-dependencies-Hoxton.SR5.pom
2020-06-25 16:32:26,488 [Worker-7: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-dependencies-parent/2.3.0.RELEASE/spring-cloud-dependencies-parent-2.3.0.RELEASE.pom
2020-06-25 16:32:26,656 [Worker-7: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-dependencies-parent/2.3.0.RELEASE/spring-cloud-dependencies-parent-2.3.0.RELEASE.pom
2020-06-25 16:32:26,827 [Worker-7: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-commons-dependencies/2.2.3.RELEASE/spring-cloud-commons-dependencies-2.2.3.RELEASE.pom
2020-06-25 16:32:26,985 [Worker-7: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-commons-dependencies/2.2.3.RELEASE/spring-cloud-commons-dependencies-2.2.3.RELEASE.pom
2020-06-25 16:32:27,150 [Worker-7: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-netflix-dependencies/2.2.3.RELEASE/spring-cloud-netflix-dependencies-2.2.3.RELEASE.pom
2020-06-25 16:32:27,312 [Worker-7: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-netflix-dependencies/2.2.3.RELEASE/spring-cloud-netflix-dependencies-2.2.3.RELEASE.pom
2020-06-25 16:32:27,502 [Worker-7: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-stream-dependencies/Horsham.SR5/spring-cloud-stream-dependencies-Horsham.SR5.pom
2020-06-25 16:32:27,663 [Worker-7: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-stream-dependencies/Horsham.SR5/spring-cloud-stream-dependencies-Horsham.SR5.pom
2020-06-25 16:32:27,875 [Worker-7: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-circuitbreaker-dependencies/1.0.3.RELEASE/spring-cloud-circuitbreaker-dependencies-1.0.3.RELEASE.pom
2020-06-25 16:32:28,039 [Worker-7: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-circuitbreaker-dependencies/1.0.3.RELEASE/spring-cloud-circuitbreaker-dependencies-1.0.3.RELEASE.pom
2020-06-25 16:32:28,211 [Worker-7: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-config-dependencies/2.2.3.RELEASE/spring-cloud-config-dependencies-2.2.3.RELEASE.pom
2020-06-25 16:32:28,365 [Worker-7: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-config-dependencies/2.2.3.RELEASE/spring-cloud-config-dependencies-2.2.3.RELEASE.pom
2020-06-25 16:32:28,526 [Worker-7: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-function-dependencies/3.0.7.RELEASE/spring-cloud-function-dependencies-3.0.7.RELEASE.pom
2020-06-25 16:32:28,687 [Worker-7: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-function-dependencies/3.0.7.RELEASE/spring-cloud-function-dependencies-3.0.7.RELEASE.pom
2020-06-25 16:32:28,871 [Worker-7: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-gateway-dependencies/2.2.3.RELEASE/spring-cloud-gateway-dependencies-2.2.3.RELEASE.pom
2020-06-25 16:32:29,026 [Worker-7: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-gateway-dependencies/2.2.3.RELEASE/spring-cloud-gateway-dependencies-2.2.3.RELEASE.pom
2020-06-25 16:32:29,220 [Worker-7: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-consul-dependencies/2.2.3.RELEASE/spring-cloud-consul-dependencies-2.2.3.RELEASE.pom
